Rating,Date,Review
5.0 , 5 June 2016,"It`s an excellent phone at 15k i have been used this phone for 7days."
1.0 , 30 May 2016,"i was order it with in 48 hrs after launching and i was receive on the date of 28/5/2016 at 7:15 pm when device is run. with in 5 min that time is too much heating like iron.again and again i was check it use only 5 min its too much heat. i was return this mobile device.i m truly fan about moto but this time i m very upset i was use MOTO g1,g2,g3 then g4 but so sad its not success. i m very upset.heating issue:-1) charging2) playing game-candy crush and subway surfer.3) of line watching videos.4) using camera .every time."
5.0 , 9 June 2016,"I really like this mobile. I have used LG G3 prior to this. I find this better than that. It gets a bit warm when kept for charging but cools down as soon as it is removed from charging. Charges super fastas well"
5.0 , 30 May 2016,"Build: 5/5Gaming: 5/5 (multi game handling is a speciality)Performance:5/5Camera: 4.8/5Heating issues: 4/5( only while running running 2 or 3 heavy games together)Verdict: GO FOR IT"
4.0 , 15 June 2016,"Moto G Plus 4th Generation is Very good phone to buy, camera Quality is good, front also ok. when using much time phone is getting heat that is only one minus point, over all is good for the price for eligible."
5.0 , 29 May 2016,"Ultimate phone....under price phone.... It should be around 25000....."
5.0 , 30 May 2016,"Suuppperb product...Finger print unlocking system excites customers. Soo quick..soo efficient than other Moto products. Turbo power ensures full charge within 3hrs. Finally, its a fantabulous product!! 👌👌👌"
3.0 , 14 June 2016,"Exepcted a lot from this device and it stood up to my expectations upto some point. Excellent camera, Very good battery backup, almost stock android interface, really fast fingerprint sensor that detects your fingerprint 99/100 times, snappy performance most of the time!However this phone has a major con of over-heating! Temperature of the phone rises very much especially while using camera or playing games as a result of which the phone starts to show major lag and becomes unusable. I saw this mostly in about 15 about minutes of camera use. Rest Moto G 4th Gen is an amazing phone! Really a bang for the buck!"
5.0 , 29 May 2016,"Very impressive delivery by Amazon as per schedule my phone supposed to be delivered on 30th may but it's delivered early on 28 th may. Good work Amazon keep it up...About phone:-VFM good cell phone with very useful loaded facility like quick cam or flash light.I have used phone for around 5hours I have not faced any heating issue. Played games for an hour phone is not heated up.Good camera. Clarity is very decent.Sound is good.Performance is good 8 out of 10 rating from my side.Battery backup I am suspecting issue let's see if I face issue on battery will post my update..."
5.0 , 1 June 2016,"Very much satisfied. I am very choosy about gadget. I was not sure about this gadget. But I am very satisfied.Pros:great touchpretty decent camera. Even in low light also it is satisfactory. Atleast in this range good enough.battery backup is goodfast enough.(Though I am not a gamer)Cons:Only thing is it is pure android. So some UI experience is not there. But thats not a problem. Moto should introuduce their UISpeaker is only one in upside. So speaker is not stereo. Its mono speakerNo compass. So in GPS i will not show direction arrow with gps round spot"
5.0 , 10 June 2016,"Nice phone..It will nice for avg users..Like camera and small apps users.....Phone is heating in the time of charging....Outdoor condition not well..Selfie not upto that mark..."
3.0 , 3 June 2016,"Poor battery life, gets hot in normal use, good camera, no bloatware."
1.0 , 23 May 2016,"Don't buy it. Amazon cant refund your money they just replace mobile.mobile is over heated like Oven if you clicking 20 to 30 picture with flash or play game just 5 to 7 min, this problem is all Moto G4 plus mobile and Amazon can't refund."
5.0 , 2 June 2016,"*Awesome mobile design.*3gb RAM - awesome speed.*32gb ROM - it has nearly 26gb user memory.*Camera:(16-rear)(5-front)-clarity is good when in good lighting's.*Fingerprint scanner works really gud &amp; fast.*Big &amp; good screen.*has otg support.*has expandable memory.*battery last's for a day in ordinary use.*comes with a turbo charger.*has dual led flash.*has slow motion video.Till now I didn't find any disadvantage with this mobile...!!"
5.0 , 11 June 2016,"Very good phone in that range with smooth performanceHigh camera qualityGood battery lifeOtg supportsGood front camera like sony mobileFast sensorsBetter quality products"
3.0 , 30 May 2016,"Phone is very good,camera quality is awesome, figure print sensos is cool, best mobile phone under 15k...But I didn't get any bill with it...How can i sell my phone if I want to sell in future??"
5.0 , 25 May 2016,"Love this phone....running smoothly...camera is really great... it's better then an iPhone....White color looks very good.. rather then black. It is very light..."
5.0 , 13 June 2016,"Packing condition was very poor Amazon. Unsatisfied with you. Even there was dust on the product when it was delivered. Didn't  expected this from amazon.I'm  rating product a 5starBut amazon service is poor 2 star.Got this Moto G4 + on tuesday. It's an awesome value for money. Loved it.*Camera performance is best in class, better than samsung j7 2016*No lagging at all*If u r planning to buy a phone at this price range, definitely go for moto g4 plus*Finger print sensor works very accurately nd instantly.*Battery backup is average bt it comes with turbo charger."
5.0 , 14 June 2016,"Very nice phone costing 15k. It is working smoothly as it has 3GB RAM and 32GB ROM. It's finger scanner is also amazing. No question about photo clarity as it came from 16MP. Overall very very smart phone."
5.0 , 29 May 2016,"I have been using it for 2-3 weeks I purchased it on day one of launch ..I came to order another phone for my friend but a 4* rating for this phone was disturbing..It's an excellent device , good weight and grip , camera is brilliant , FP sensor is very responsive , use the thumb ..definitely deserves a 4.5* at least... Even after long playing heating is nominal ..like any other 5.5 inch screen phone ...I'm still to find a flaw in the phone ..yes there's one it doesn't have a rocket launcher"
